country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
USA,United States of America,Wagner Wind LLC,USA0058233,6,33.9089,-116.5556,Wind,,,,2013,BayWa r.e Wind LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,18.559,18.506,16.806,19.17,17.614,
USA,United States of America,Wagon Trail LLC,USA0056974,3.3,45.6531,-119.4625,Wind,,,,2009,Echo 3,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.817,7.499,6.582,6.129,6.127,
USA,United States of America,Wagstaff Farm 1,USA0058862,5,36.4586,-78.9567,Solar,,,,2013,Wagstaff Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67842,2017,,9.229,9.017,9.74,9.283,
USA,United States of America,Wahoo,USA0002310,14.2,41.2118,-96.6115,Gas,Oil,,,1963.119718,City of Wahoo - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36201,2017,0.233,0.19,0.102,0.054,0.055,
USA,United States of America,Waiau,USA0000766,474.6,21.389,-157.9615,Oil,,,,1963.007796,Hawaiian Electric Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21900,2017,1035.919,1044.924,1191.0293,912.935,912.198,
USA,United States of America,Waiau Hydro,USA0000774,1,19.7203,-155.1189,Hydro,,,,1924.1,Hawaii Electric Light Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,5.128,6.795,5.972,3.377,4.251,
USA,United States of America,Waihonu North Solar,USA0058655,5,21.4706,-158.0133,Solar,,,,2016,Waihonu North LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70620,2017,,,,4.055,10.141,2.22963834
USA,United States of America,Waihonu South Solar,USA0058656,1.5,21.4689,-158.0164,Solar,,,,2016,Waihonu South LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70109,2017,,,,1.286,3.354,0.668891502
USA,United States of America,Wailuku River Hydroelectric,USA0054827,10.4,19.713,-155.1486,Hydro,,,,1993,Wailuku Holding Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34080,2017,15.129,18.185,40.881,36.288,19.466,
USA,United States of America,Waimea,USA0000768,7.5,20.0252,-155.6955,Oil,,,,1971.666667,Hawaii Electric Light Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21889,2017,4.071,3.021,2.802,1.798,1.037,
USA,United States of America,Wainiha Hydro,USA0010413,3.6,22.1963,-159.5561,Hydro,,,,1908,McBryde Sugar Co Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,23.136,25.253,25.222,24.533,21.475,
USA,United States of America,Wake County LFG Facility,USA0059688,7.2,35.674,-78.854,Waste,Oil,,,2013.5,Ingenco Renewable Development  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,30.094,32.038,44.557,42.202,
USA,United States of America,Wake Wind Energy Center,USA0058766,257,33.825,-101.0997,Wind,,,,2016,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69835,2017,,,,261.682,1010.693,45.59374186
USA,United States of America,WakeSun CSG  LLC,USA0060694,3,45.4729,-94.4064,Solar,,,,2017,SunShare Management,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,5.023,1.337783004
USA,United States of America,Wakefern Food Corp,USA0058123,2,40.51,-74.3283,Solar,,,,2013,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.976,2.744,2.722,2.781,2.605,
USA,United States of America,Wakefield,USA0002311,4.1,42.2691,-96.8621,Gas,Oil,,,1959.02439,City of Wakefield - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27305,2017,0.065,0.069,0.025,0.021,0.025,
USA,United States of America,Wakefield Solar,USA0061536,5,35.8142,-78.3124,Solar,,,,2018,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0,2.22963834
USA,United States of America,Wal-Mart Truth or Consequences PV,USA0060341,1,33.1526,-107.2498,Solar,,,,2015,SSA Solar of NM 3  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.423,1.869,1.915,0.445927668
USA,United States of America,Walden,USA0010848,2.4,41.56,-74.1952,Hydro,,,,1986,Consolidated Hydro New York  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17448,2017,4.024,2.956,2.685,2.395,3.885,
USA,United States of America,Walgreens Woodland Distribution Center,USA0057006,1,38.6749,-121.7134,Solar,,,,2007,SunE WG45 Woodland LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64234,2017,1.544,1.586,1.47,0.46,0.66,
USA,United States of America,Wallace,USA0059050,2,35.29,-77.54,Solar,,,,2014,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68258,2017,0.15939,3.635,2.952,3.5,3.465,
USA,United States of America,Wallace Dam,USA0006087,321.2,33.3498,-83.1574,Hydro,,,,1980.162516,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21006,2017,32.881,-28.386,49.545,-49.295,-43.515,
USA,United States of America,Wallenpaupack,USA0003153,40,41.4679,-75.1309,Hydro,,,,1926,Wallenpuapack Hydro,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29959,2017,53.013,59.663,48.913,28.847,64.222,
USA,United States of America,Wallingford Energy,USA0055517,250,41.4487,-72.8354,Gas,,,,2001,Wallingford Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47008,2017,51.111,47.697,142.59,205.857,154.742,
USA,United States of America,Wallowa Falls,USA0003041,1.1,45.2667,-117.2127,Hydro,,,,1921,PacifiCorp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29551,2017,5.34,2.354,3.49,4.34,4.642,
USA,United States of America,Wallys Wind Farm LLC,USA0056585,1.3,44.2851,-96.4333,Wind,,,,2006,RENEW Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.533,3.906,3.58,1.392,1.851,
USA,United States of America,Walmart Casa Grande,USA0057939,2,32.8668,-111.7718,Solar,,,,2011,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64456,2017,3.53529,3.30957,3.15216,3.228,2.997,
USA,United States of America,Walnut,USA0004256,49.8,37.4903,-120.9044,Gas,Oil,,,1986,Turlock Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57754,2017,0,0,0,-0.162,0.307,
USA,United States of America,Walnut Creek Energy Park,USA0057515,500,34.0087,-117.9449,Gas,,,,2013,NRG Walnut Creek LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35106,2017,316.129,489.374,439.715,445.55,347.16,
USA,United States of America,Walnut Energy Center,USA0056078,300.6,37.4878,-120.8956,Gas,,,,2006,Turlock Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35106,2017,1409.497,1468.675,1576.127,1205.595,1124.233,
USA,United States of America,Walnut Springs Solar,USA0061370,5,32.0787,-97.7685,Solar,,,,2017,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,10.85,2.22963834
USA,United States of America,Walnut Wind Farm,USA0056811,153,41.4517,-95.2383,Wind,,,,2009,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58415,2017,511.041,474.368,472.72,497.238,469.286,
USA,United States of America,Walpole Solar 2,USA0058936,2.4,42.1172,-71.2658,Solar,,,,2014,Walpole Solar 2  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,3.021,3.674,3.905,3.635,
USA,United States of America,Walt Disney World Solar Facility,USA0059973,4.9,28.3737,-81.5626,Solar,,,,2016,Duke Energy Florida Solar Solutions,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,7.426,8.362,2.185045573
USA,United States of America,Walter Bouldin Dam,USA0000004,225,32.5839,-86.2831,Hydro,,,,1967,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12597,2017,812.071,590.121,560.467,468.96,628.655,
USA,United States of America,Walter C Beckjord,USA0002830,4,38.9917,-84.2981,Storage,,,,2015,Duke Energy Ohio Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2546.783995,1549.140961,0,-53.992,-3.281,
USA,United States of America,Walter F George,USA0000761,168,31.6245,-85.0652,Hydro,,,,1963,USCE-Mobile District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35600,2017,468.021,408.703,396.783,352.098,328.266,
USA,United States of America,Walter Scott Jr Energy Center,USA0001082,1648.3,41.18,-95.8408,Coal,,,,1994.670691,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26312,2017,10947.15171,10799.46239,9586.255047,8695.387014,8563.352037,
USA,United States of America,Walters,USA0002715,108,35.6946,-83.0503,Hydro,,,,1930,Duke Energy Progress - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15628,2017,545.268,343.19,309.32,256.429,274.882,
USA,United States of America,Walters Solar (FLS 260),USA0059603,5,34.4969,-79.0489,Solar,,,,2015,Walters Solar (FLS 260),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,1.905,8.846,9.621,2.22963834
USA,United States of America,Walterville,USA0003071,8,44.0696,-122.835,Hydro,,,,1949,Eugene Water & Electric Board,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,19816,2017,62.767,52.556,40.574,51.4998,61.467,
USA,United States of America,Walton 1 Solar Facility,USA0061311,2,38.8502,-84.5923,Solar,,,,2018,Duke Energy Kentucky Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.036,0.891855336
USA,United States of America,Walton 2 Solar Facility,USA0061312,2,38.8502,-84.5923,Solar,,,,2018,Duke Energy Kentucky Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.103,0.891855336
USA,United States of America,Walton Bainbridge Power Facility,USA0056015,80,30.911,-84.5473,Oil,,,,2000,Walton Bainbridge LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.233,0.316,0.281,0.737,0.065,
USA,United States of America,Walton County Power LLC,USA0055128,494.1,33.8148,-83.6954,Gas,,,,2001,SEPG Operating Services  LLC Walton,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,132.161,223.418,367.382,352.285,249.489,
USA,United States of America,Walton Discover Power Facility,USA0055138,103,32.541,-85.0389,Gas,,,,1999,Walton Discover LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.441,3.38,13.535,19.268,4.037,
USA,United States of America,Walton Street Substation,USA0056598,6,37.7881,-90.4336,Oil,,,,2003,City of Farmington - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.023,0,0,0.005,0.008,
USA,United States of America,Wamego,USA0001328,15.2,39.1992,-96.3086,Gas,Oil,,,1985.940789,City of Wamego - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36250,2017,0,-0.328,-0.733,-0.746,-0.676,
USA,United States of America,Wanapum,USA0003888,1079.8,46.8731,-119.9703,Hydro,,,,2008.984442,PUD No 2 of Grant County,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21319,2017,5282.107,3650.692,4998.58,5305.067,5238.337,
USA,United States of America,Wanship,USA0003698,1.9,40.7904,-111.4043,Hydro,,,,1958,Weber Basin Water Conserv Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36479,2017,4.887,5.212,5.979,5.555,6.986,
USA,United States of America,Wansley,USA0006052,1956.8,33.4134,-85.0323,Coal,Oil,,,1977.567457,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21004,2017,1997.44301,4851.970029,4469.257013,4661.713993,3727.840013,
USA,United States of America,Wansley Combined Cycle,USA0055965,1239,33.4064,-85.037,Gas,,,,2002,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21004,2017,4358.552,5965.153,7860.46,7072.035,8707.877,
USA,United States of America,Wansley Unit 9,USA0007946,594.1,33.4083,-85.0403,Gas,,,,2004,Municipal Electric Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1533.96,1622.571,2701.206,2722.525,2650.322,
USA,United States of America,Wappinger Falls Hydroelectric,USA0054573,2,41.5984,-73.922,Hydro,,,,1989,Windsor Machinery Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.978,8.398,6.563,5.833,7.166,
USA,United States of America,Wapsie Valley Creamery Back Up Generator,USA0059379,1.8,42.4778,-91.8911,Oil,,,,2015,Wapsie Valley Creamery,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0,0,0,10.05443664
USA,United States of America,Wapsipinicon Wind Project,USA0056876,100.5,43.8006,-92.6822,Wind,,,,2009,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58272,2017,331.525,340.884,324.607,303.198,303.408,
USA,United States of America,Ward Butte Windfarm LLC,USA0056975,6.6,45.6967,-119.4097,Wind,,,,2009,Echo 1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,17.935,17.718,15.629,16.909,14.567,
USA,United States of America,Ward WTP,USA0057607,2,35.9678,-79.9708,Oil,,,,1999,Town Of High Point,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.003,0.003,0.008,0.076,0.118,
USA,United States of America,Ware Shoals Hydro Project,USA0010801,6.2,34.404,-82.2336,Hydro,,,,1963.258065,Aquenergy Systems Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17450,2017,27.655,17.169,9.423,8.812,4.522,
USA,United States of America,Wareham MA 1,USA0060443,2,41.8017,-70.7046,Solar,,,,2016,Clean Energy Collective LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.869,3.051,0.891855336
USA,United States of America,Warm Springs Hydro Project,USA0054261,2.7,38.7221,-123.0112,Hydro,,,,1989,Sonoma County Water Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32951,2017,13.182,9.404,10.267,8.952,3.356,
USA,United States of America,Warm Springs Power Enterprises,USA0054721,19.6,44.7242,-121.2477,Hydro,,,,1982,Warm Springs Power Enterprises,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,83.459,89.305,81.909,82.063,76.785,
USA,United States of America,Warner Lambert,USA0054604,12.4,42.2993,-83.7053,Oil,Gas,,,2000.459677,University of Michigan NCampus Research,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,25.01548,0,24.46788,
USA,United States of America,Warren,USA0003132,53.1,41.8359,-79.1887,Oil,Gas,,,1972,NRG REMA LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,66.071,5.568,2.457,3.991,
USA,United States of America,Warren County,USA0055939,1472.2,38.9717,-78.1772,Gas,Oil,,,2015,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50808,2017,,,0,0,8896.717,10372.33974
USA,United States of America,Warren County Solar,USA0056888,2,40.789,-75.107,Solar,,,,2012,EPP Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.245,3.68,3.698,3.627,3.351,
USA,United States of America,Warren DPC Solar,USA0060890,2.2,44.9596,-92.5182,Solar,,,,2017,SoCore Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.281,0.98104087
USA,United States of America,Warren F Sam Beasley Generation Station,USA0007962,96,39.2792,-75.6239,Gas,Oil,,,2007.3125,Delaware Municipal Electric Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49811,2017,23.974,42.817,43.54,72.908,17.391,
USA,United States of America,Warrensburg Hydroelectric,USA0010218,2.9,43.4833,-73.7986,Hydro,,,,1989,Boralex Hydro Operations Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12388,2017,10.207,11.83,10.426,9.522,12.515,
USA,United States of America,Warrenton Farm,USA0058312,4,36.415,-78.1711,Solar,,,,2013,Warrenton Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.886,7.687,7.562,7.75,7.883,
USA,United States of America,Warrick,USA0006705,822.8,37.915,-87.3328,Coal,Gas,,,1965.747934,AGC Division of APG Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33215,2017,5339.464033,5511.831953,5491.580968,3450.181014,2645.858999,
USA,United States of America,Warrior Ridge Hydro,USA0010152,2.8,40.54,-78.0346,Hydro,,,,1986,American Hydro Power Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13141,2017,6.223,6.57,7.322,6.935,5.725,
USA,United States of America,Warsaw Farm,USA0058848,65,35.0056,-78.1258,Solar,,,,2016,Duke Energy Progress - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66571,2017,,,4.182,61.102,115.981,28.98529842
USA,United States of America,Warsaw I,USA0059119,2,35.01,-78.11,Solar,,,,2014,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.16533,3.638,3.018,3.563,3.593,
USA,United States of America,Warsaw II,USA0059120,2,35.01,-78.05,Solar,,,,2014,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.15642,3.66,3.084,3.458,3.592,
USA,United States of America,Waseca Solar,USA0060532,10,44.0924,-93.531,Solar,,,,2017,Enel Green Power NA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,8.442,4.45927668
USA,United States of America,Washington,USA0001329,8.9,39.7306,-96.9795,Oil,Gas,,,1972.573034,City of Washington - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36335,2017,0.178,0.024,0.054,0.038,0.044,
USA,United States of America,Washington Airport Solar LLC,USA0058845,5,35.5653,-77.0536,Solar,,,,2014,Washington Airport Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,8.374,9.472,9.667,9.646,
USA,United States of America,Washington City Electric Generation,USA0059660,6,37.155,-113.4392,Gas,,,,2007.666667,City of Washington - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.489,0.429,1.524,0.033,
USA,United States of America,Washington County Cogeneration Facility,USA0007697,122.5,31.2504,-88.0156,Gas,,,,1999,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45690,2017,827.043,828.885,833.574,718.606,828.512,
USA,United States of America,Washington County Power LLC,USA0055332,795.6,33.0922,-82.98,Gas,,,,2003,SEPG Operating Services  LLC WCP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,125.945,61.274,197.515,128.929,118.699,
USA,United States of America,Washington Energy Facility,USA0055397,714.9,39.58,-81.6564,Gas,,,,2002,Dynegy Washington Energy Facility,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4014.294,4345.118,4869.157,4376.341,4034.992,
USA,United States of America,Washington Island,USA0004148,5,45.3709,-86.9308,Oil,,,,1985.84,Washington Island El Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36331,2017,0.049,0.045,0.03,0.125,0.014,
USA,United States of America,Washington Millfield Solar  LLC,USA0058846,5,35.4994,-76.8336,Solar,,,,2014,Washington Millfield Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.307,9.678,9.552,9.686,9.951,
USA,United States of America,Washington White Post Solar LLC,USA0058135,12.4,35.5052,-76.8484,Solar,,,,2013,Washington White Post Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66572,2017,22.1,21.738,21.504,22.506,22.456,
USA,United States of America,Washoe,USA0006532,2.6,39.3022,-119.5604,Hydro,,,,1904,Truckee Meadows Water Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32677,2017,12.658,7.536,2.612,8.279,9.437,
USA,United States of America,Wasson CO2 Removal Plant,USA0052122,23.4,33.0099,-102.7569,Gas,,,,1988,Occidental Permian Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13238,2017,122.742,156.96,161.1,156.13,150.331,
USA,United States of America,Waste Management Arden LFGTE,USA0057014,4.8,40.2058,-80.2611,Waste,,,,2009,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,35.033,32.204,35.045,37.022,37.366,
USA,United States of America,Waste Management Bethel LFGTE,USA0056531,4.8,37.0764,-76.4444,Waste,,,,2008,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,37.65,37.575,34.531,36.767,38.383,
USA,United States of America,Waste Management Columbia Ridge LFGTE,USA0057015,12.8,45.5739,-120.2969,Waste,,,,2012,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60899,2017,52.141,69.803,94.671,99.931,96.156,
USA,United States of America,Waste Management Crossroads LFGTE,USA0057016,3.2,44.7014,-69.8319,Waste,,,,2009,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,22.129,25.178,22.696,20.39,20.95,
USA,United States of America,Waste Management Eco Vista LFGTE,USA0057025,4,36.1408,-94.2597,Waste,,,,2010,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,30.908,32.141,33.333,30.837,32.383,
USA,United States of America,Waste Management King George LFGTE,USA0057022,13.2,38.2747,-77.3081,Waste,,,,2010.25,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,84.274,90.413,87.054,86.836,83.996,
USA,United States of America,Waste Management Lockwood LFGTE,USA0057166,3.2,39.4933,-119.6203,Waste,,,,2012,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,24.277,24.568,25.695,25.631,25.22,
USA,United States of America,Waste Management Madison County LFGTE,USA0057021,1.6,43.0336,-75.7028,Waste,,,,2009,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.491,6.201,6.702,6.349,5.479,
USA,United States of America,Waste Management Middle Peninsula LFGTE,USA0057018,6.4,37.5197,-76.6245,Waste,,,,2009,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59834,2017,46.057,48.022,50.631,49.056,47.98,
USA,United States of America,Waste Management Naples LFGTE Project,USA0057168,4,26.1558,-81.6581,Waste,,,,2011,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,25.696,25.039,21.182,17.3,16.96,
USA,United States of America,Waste Management Northern Oaks LFGTE,USA0057024,1.6,43.9906,-84.8003,Waste,,,,2010,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60566,2017,11.991,12.498,11.756,12.22,11.72,
USA,United States of America,Waste Management Piedmont LFGTE Project,USA0057169,2.4,36.1936,-80.0406,Waste,,,,2011,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,17.721,17.083,15.647,14.494,14.971,
USA,United States of America,Waste Management Rolling Meadows LFGTE,USA0057023,5.6,39.1746,-95.7311,Waste,,,,2010,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60900,2017,46.753,46.591,46.687,48.157,48.046,
USA,United States of America,Waste Mangement Redwood LFGTE,USA0059299,4,38.1608,-122.565,Waste,,,,2017,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,16.799,0
USA,United States of America,Waste Water Plant Generator,USA0056022,1.6,37.2278,-96.9897,Oil,,,,1993,City of Winfield - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0,0.006,0,0.002,
USA,United States of America,Waste Water Treatment Plant,USA0059060,1.5,42.41,-73.24,Solar,,,,2012,City of Pittsfield,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.885,1.686,0.539,1.805,1.233,
