country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017
USA,United States of America,Pikeville Farm,USA0061404,5,35.4782,-77.9792,Solar,2017,Pikeville Farm  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.724
USA,United States of America,Pilesgrove,USA0057448,18,39.613,-75.3095,Solar,2011,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62517,2017,26.79138,27.184,27.967,28.465,25.876
USA,United States of America,Pima Community College,USA0061104,1.3,32.1461,-110.9906,Solar,2017,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.447
USA,United States of America,Pine Island Solar,USA0060531,4,44.2066,-92.6636,Solar,2017,Enel Green Power NA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,6.225
USA,United States of America,Pine Island Solar CSG,USA0060835,3.9,44.2201,-92.6543,Solar,2017,Pine Island Holdco  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,4.734
USA,United States of America,Pine Ridge,USA0061617,3,35.0134,-98.4447,Solar,2017,Western Farmers Elec Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,4.421
USA,United States of America,Pine Tree Solar Project,USA0057306,8.5,35.2296,-118.1957,Solar,2013,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50746,2017,13.573,16.675,10.329,11.443,14.733
USA,United States of America,Pittsgrove Solar,USA0060740,2,39.539,-75.1793,Solar,2014,Marina Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,3.204,3.08
USA,United States of America,Plainfield One Solar LLC,USA0059364,1.3,40.605,-74.4394,Solar,2012,SunRay Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.40184,1.424,1.527,1.473,1.326
USA,United States of America,Playa Solar,USA0059827,79,36.408,-114.908,Solar,2017,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,138.354
USA,United States of America,Playa Solar 2,USA0060261,100,36.408,-114.908,Solar,2017,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,64.872
USA,United States of America,Pleasant Valley Solar,USA0060586,2.5,33.7368,-83.6971,Solar,2016,Walton Electric Member Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,3.834,5.026
USA,United States of America,Pleasantdale Road Community Solar,USA0061298,1,42.4,-72,Solar,2017,Pleasantdale Road Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.22
USA,United States of America,Plymouth Site 1,USA0059137,5.6,41.96,-70.7786,Solar,2013,Ahana Renewables  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.121,6.82407,6.757,7.584,6.787
USA,United States of America,Plymouth Solar LLC,USA0058480,5,35.875,-76.7106,Solar,2012,SunEnergy1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66301,2017,7.687,9.02,8.079,8.833,8.829
USA,United States of America,Pocono Solar Project,USA0057367,3,41.061,-75.5149,Solar,2010,Pocono International Raceway Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.952,3.918,3.352,3.9,3.142
USA,United States of America,Pollocksville Solar,USA0059917,5,34.998,-77.219,Solar,2017,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.018,9.969
USA,United States of America,PopeSun CSG  LLC,USA0061542,5,45.6434,-95.5262,Solar,2018,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0
USA,United States of America,Port Allen Solar,USA0058549,6,21.9019,-159.5817,Solar,2013,McBryde Sugar Co Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63999,2017,1.011,1.11,1.125,10.692,11.055
USA,United States of America,Port Richmond WWT Solar,USA0058647,1,40.6381,-74.1261,Solar,2015,Consolidated Edison Solutions Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0,1.528,1.663
USA,United States of America,Port of LA Solar FiT Project,USA0061319,1.1,33.728,-118.28,Solar,2015,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33019,2017,,,,0,1.866
USA,United States of America,Portage Solar,USA0060046,1.5,41.5611,-87.1555,Solar,2012,Ecos Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70672,2017,,,2.254,2.412,2.412
USA,United States of America,Portal Ridge Solar B  LLC,USA0060310,20,34.7165,-118.2821,Solar,2017,Portal Ridge Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,49.188
USA,United States of America,Portal Ridge Solar C  LLC,USA0060311,11.4,34.7141,-118.2739,Solar,2017,Portal Ridge Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,23.67
USA,United States of America,Porter Solar,USA0059504,5,35.2167,-77.0743,Solar,2015,Porter Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,1.513,8.513,8.637
USA,United States of America,Porterville 6 and 7,USA0059219,3,36.05,-119.02,Solar,2014,Sequoia PV 3 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,2.33,6.15,5.936,5.852
USA,United States of America,Porterville Solar,USA0058309,3.5,36.1028,-119.0397,Solar,2014,Tulare PV I LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,6.98,7.104,6.975,6.714
USA,United States of America,Powhatan Solar Power Generation Station 1 LLC,USA0058611,1.5,34.4969,-117.145,Solar,2014,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67815,2017,0,4.118,4.211,4.495,4.35
USA,United States of America,Prairie Fire,USA0058171,4.5,32.1164,-110.82,Solar,2013,Tucson Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66435,2017,8.44,9.058,8.633,8.886,8.971
USA,United States of America,Prairie Sky Solar Farm,USA0061798,1,37.7517,-97.0745,Solar,2017,Kansas Electric Power Coop Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.685
USA,United States of America,Presbyterian Senior Living Service,USA0060447,1.2,39.4476,-76.5163,Solar,2013,WGL Energy Systems  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.294,1.429
USA,United States of America,Prescott Airport,USA0056228,2.1,34.6584,-112.4008,Solar,2002,Arizona Public Service Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62813,2017,4.692,4.926,4.392,5.432,4.518
USA,United States of America,Prescott Solar Plant,USA0058147,10.8,34.6494,-112.4275,Solar,2012,SunE AZ1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,26.61,26.611,25.573,26.142,25.266
USA,United States of America,Princeton,USA0059533,5,35.5044,-78.1922,Solar,2015,Greenbacker Renewable Energy Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69687,2017,,,2.982,9.658,2.628
USA,United States of America,Princeton Solar Project,USA0061354,2.5,40.3797,-74.6257,Solar,2017,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.707
USA,United States of America,Progress Manis I,USA0058529,1,34.7564,-79.4472,Solar,2012,Greenbacker Renewable Energy Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.548,3.336,3.464,2.528,3.415
USA,United States of America,Progress Solar 1  LLC,USA0058493,4,35.9481,-78.2508,Solar,2012,O2energies  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.414,6.494,6.3,6.473,6.601
USA,United States of America,Progress Solar II  LLC,USA0058494,3.5,34.4761,-79.0975,Solar,2012,O2energies  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.166,6.183,6.299,6.043,6.38
USA,United States of America,Progress Solar III  LLC,USA0058495,3.5,34.7142,-79.3539,Solar,2012,O2energies  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.312,6.439,6.058,6.325,6.291
USA,United States of America,Providence Solar,USA0060337,16,35.5783,-89.0478,Solar,2017,Providence Solar Center  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,3.201
USA,United States of America,Prudential 55 Livingston Roseland Solar,USA0060841,1.2,40.8146,-74.2971,Solar,2013,Prudential Insurance Company of America (NJ),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.93347,2.113
USA,United States of America,Prudential 80 Livingston Roseland Solar,USA0060842,1.7,40.8154,-74.305,Solar,2014,Prudential Insurance Company of America (NJ),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,2.79477,2.975
USA,United States of America,Pumpjack Solar I,USA0059322,20,35.3056,-119.6225,Solar,2015,Pumpjack Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67715,2017,,,50.118,49.814,49.685
USA,United States of America,Putah Creek Solar Farm,USA0059550,2,38.5211,-121.9939,Solar,2015,Solvida Energy Group/Blue Oak Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68693,2017,,0.039,4.9,,4.757
USA,United States of America,QVC Inc,USA0056966,3.9,35.9222,-77.6731,Solar,2012,QVC Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.08,1.511,1.388,4.509,3.738
USA,United States of America,Queen Anne's County,USA0058631,2,39.0317,-76.0164,Solar,2014,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,2.72646,2.73834,2.713,2.788
USA,United States of America,Queen Creek Solar Farm,USA0057883,19,33.2675,-111.6122,Solar,2012,Siete Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,53.281,52.122,50.657,52.143,51.187
USA,United States of America,Questa Solar Facility,USA0057369,1,36.7169,-105.6094,Solar,2011,Chevron Technology Ventures,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.963,2.94921,1.798,1.433,1.84
USA,United States of America,Quichapa 1,USA0061119,3,37.6582,-113.2167,Solar,2017,Quichapa 1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,8.553,8.2
USA,United States of America,Quichapa 2,USA0061120,3,37.6668,-113.189,Solar,2017,Quichapa 2 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,8.553,8.09
USA,United States of America,Quichapa 3,USA0061121,3,37.6498,-113.2369,Solar,2017,Quichapa 3 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,8.553,7.94
USA,United States of America,Quincy Solar,USA0059506,4,35.0717,-78.8078,Solar,2015,Quincy Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.091,5.997,5.284
USA,United States of America,Quinto Solar PV Project,USA0059339,108,37.1303,-121.0522,Solar,2015,SunPower Corporation  Systems,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62890,2017,,,25.92,280.955,280.05417
USA,United States of America,Quittacas Pond Solar,USA0058362,3.5,41.7819,-70.9133,Solar,2014,Consolidated Edison Solutions Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68561,2017,0,0,0,5.784,5.335
USA,United States of America,RB Manufacturing LLC Belle Mead NJ,USA0061162,1.5,40.4836,-74.6501,Solar,2016,RB Manufacturing LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60781,2017,,,,0,1.8315
USA,United States of America,RCWD PV Project,USA0060426,5,33.5226,-117.1815,Solar,2016,Solar Star California XL  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,5.203,9.03
USA,United States of America,RE Adams East  LLC,USA0058984,19,36.6175,-120.2908,Solar,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.541,51.046,49.881,50.367
USA,United States of America,RE Ajo 1 LLC,USA0057795,4.5,32.367,-112.8314,Solar,2011,RE Ajo 1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,10.237,10.209,9.22,9.224,8.488
USA,United States of America,RE Astoria,USA0059976,100,34.8442,-118.4585,Solar,2017,RE Astoria LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,103.305,270.962
USA,United States of America,RE Astoria 2,USA0059977,75,34.8366,-118.4802,Solar,2017,RE Astoria 2 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,53.897,211.397
USA,United States of America,RE Bagdad Solar I LLC,USA0057790,16.6,34.5858,-113.1772,Solar,2012,RE Bagdad Solar 1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64770,2017,34.349,35.365,34.116,34.86,34.132
USA,United States of America,RE Barren Ridge 1,USA0060389,60,35.2047,-118.0687,Solar,2016,RE Barren Ridge 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68524,2017,,,,92.126,177.969
USA,United States of America,RE Bruceville 1,USA0057783,5,38.3475,-121.4128,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64966,2017,12.92,11.564,11.895,12.08,11.16
USA,United States of America,RE Bruceville 2,USA0057784,5,38.3475,-121.4128,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64966,2017,12.971,11.841,12.027,11.939,11.936
USA,United States of America,RE Bruceville 3,USA0057785,5,38.3475,-121.4128,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64966,2017,13.131,11.651,12.092,12.067,10.797
USA,United States of America,RE Camelot LLC,USA0058983,45,35.0267,-118.1856,Solar,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,129.017,131.769,126.81
USA,United States of America,RE Columbia Two  LLC,USA0058990,15,35.0267,-118.1856,Solar,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.858,43.141,44.24,42.068
USA,United States of America,RE Dillard 1,USA0057777,3,38.4686,-121.1819,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.841,7.239,6.978,7.106,6.834
USA,United States of America,RE Dillard 2,USA0057779,3,38.4661,-121.1778,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.781,6.982,7.012,7.006,6.808
USA,United States of America,RE Dillard 3,USA0057781,3,38.4619,-121.1803,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.619,6.922,6.978,6.962,6.82
USA,United States of America,RE Garland,USA0060233,185,34.8253,-118.525,Solar,2016,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70113,2017,,,,54.915,547.392
USA,United States of America,RE Garland A,USA0060386,20,34.8215,-118.4974,Solar,2016,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,21.784,58.853
USA,United States of America,RE Kammerer 1,USA0057778,5,38.3651,-121.3811,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64967,2017,13.013,11.988,12.306,12.11,11.158
USA,United States of America,RE Kammerer 2,USA0057780,5,38.3651,-121.3811,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64967,2017,13.222,11.886,12.145,11.964,11.373
USA,United States of America,RE Kammerer 3,USA0057782,5,38.3651,-121.3811,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64967,2017,13.084,0.841,12.272,11.967,11.55
USA,United States of America,RE Kansas Solar  LLC,USA0058985,20,36.2478,-119.8339,Solar,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.877,49.984,53.739,53.386
USA,United States of America,RE Kansas South LLC,USA0058148,20,36.2261,-119.8342,Solar,2013,RE Kansas South LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66289,2017,30.769,53.069,52.582,53.052,46.267
USA,United States of America,RE Kent South  LLC,USA0058991,20,36.2261,-119.9053,Solar,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68155,2017,,1.298,53.78,53.478,53.16
USA,United States of America,RE McKenzie 1,USA0057816,5,38.3026,-121.2958,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,13.135,12.251,12.233,12.316,11.848
USA,United States of America,RE McKenzie 2,USA0057817,5,38.3026,-121.2958,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12.917,12.143,12.27,12.298,11.932
USA,United States of America,RE McKenzie 3,USA0057818,5,38.3026,-121.2958,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,13.129,11.753,12.241,12.358,11.33
USA,United States of America,RE McKenzie 4,USA0057819,5,38.3026,-121.2958,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12.858,12.301,12.276,12,11.814
USA,United States of America,RE McKenzie 5,USA0057820,5,38.3026,-121.2958,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,13.061,12.244,12.287,12.433,11.005
USA,United States of America,RE McKenzie 6,USA0057821,5,38.3026,-121.2958,Solar,2012,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12.929,12.281,12.316,12.371,12.019
USA,United States of America,RE Mustang LLC,USA0059150,100,36.2217,-119.9031,Solar,2016,RE Mustang LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,211.657,264.833
USA,United States of America,RE Old River One  LLC,USA0058986,20,35.2233,-119.0889,Solar,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68152,2017,,0.9,50.834,51.088,51.117
USA,United States of America,RE Roserock,USA0059994,160,30.9602,-103.3067,Solar,2016,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69882,2017,,,,26.825,396.39
USA,United States of America,RE Tranquillity,USA0059939,205.3,36.5814,-120.4045,Solar,2016,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69543,2017,,,,207.829,455.431
USA,United States of America,RE Victor Phelan Solar One LLC,USA0058202,20,34.5123,-117.4775,Solar,2014,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67783,2017,2.223,51.388,47.693,49.702,47.22
USA,United States of America,RGS-Rutland VNM SREC II Project (MA),USA0059777,2.6,42.4318,-71.9782,Solar,2015,TerraForm Solar XVII  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,2.931,1.573
USA,United States of America,RP-Orlando  LLC,USA0057565,5.1,28.4889,-81.1822,Solar,2012,RP-Orlando  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.57,9.299,9.206,9.839,9.156
USA,United States of America,RV CSU Power II LLC,USA0057507,3,40.5928,-105.1471,Solar,2011,RV CSU Power II LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.576,3.627,4.411,5.093,4.734
USA,United States of America,RV CSU Power LLC,USA0057141,1.9,40.5911,-105.1459,Solar,2010,RV CSU Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.389,2.93,2.991,4.61,3.35
USA,United States of America,Radiance Solar 4,USA0058354,1.5,34.6656,-118.2881,Solar,2013,Radiance Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.739,3.451,3.425,3.36699,3.30264
USA,United States of America,Radiance Solar 5,USA0058355,1.5,34.6656,-118.2869,Solar,2013,Radiance Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.742,3.475,3.435,3.34917,3.24918
USA,United States of America,Raeford Farm,USA0058274,5,34.9689,-79.2119,Solar,2013,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66262,2017,9.019,9.037,8.994,9.275,9.527
USA,United States of America,Rail Trail,USA0060492,2,42.2431,-73.3638,Solar,2016,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,2.16,3.113
USA,United States of America,Railroad Farm,USA0058316,5,34.82,-78.9708,Solar,2012,Railroad Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.186,8.998,8.783,9.25,9.038
USA,United States of America,Railroad Farm 2,USA0061095,5,34.8079,-78.9505,Solar,2014,Railroad Farm 2  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,10.056,10.364
USA,United States of America,Railroad Solar Center  LLC,USA0060333,4.5,43.998,-117.1012,Solar,2016,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.23,9.369
USA,United States of America,Ramona 1,USA0058909,2,33.0122,-116.875,Solar,2014,Sol Orchard San Diego 20 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.074,4.408,4.742,4.857,3.444
USA,United States of America,Ramona 2,USA0058911,5,33.0122,-116.875,Solar,2014,Sol Orchard San Diego 21 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65937,2017,0.106,10.57,11.765,11.767,8.61
USA,United States of America,Ramona Solar Energy,USA0060995,4.3,33.0185,-116.8607,Solar,2017,San Diego Gas & Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,6.49
USA,United States of America,Rams Horn Solar Center LLC,USA0058810,5,35.64,-77.3161,Solar,2015,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69640,2017,,0.08,8.758,9.244,9.12
USA,United States of America,Ranchland Solar  LLC,USA0061813,60,36.4726,-76.1541,Solar,2018,Ranchland Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,
USA,United States of America,Rancho Cucamonga Dist #1,USA0059540,1.8,34.1003,-117.5528,Solar,2015,Kona Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,2.629,3.265,3.416
USA,United States of America,Rancho Seco Solar  LLC,USA0060226,10.8,38.3399,-121.1145,Solar,2016,Rancho Seco Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,7.881,23.68
USA,United States of America,Randolph,USA0061732,3.8,42.1776,-71.0774,Solar,2017,Solten Randolph 4500  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.593
USA,United States of America,Raritan ITS,USA0059059,2,40.5744,-74.6542,Solar,2010,Janssen Pharmaceutical Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67643,2017,2.553,2.34333,2.28789,2.3661,1.137
USA,United States of America,Raritan Solar,USA0060729,7.5,40.4642,-74.8579,Solar,2016,Marina Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67643,2017,,,,9.136,12.592
USA,United States of America,Red Hill Solar Center  LLC,USA0059760,5,36.4044,-78.1411,Solar,2015,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69639,2017,,0.001,8.912,9.319,9.081
USA,United States of America,Red Horse 2,USA0058833,81,32.2861,-110.0881,Solar,2015,Red Horse 2,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67685,2017,,,77.03,220.108,214.236
